"Proteins (g)","Fats (g)","Carbohydrates (g)","Calories","Days until the end of the shelf life","Weight (kg)","Height (cm)","Age","Physique","Individual intolerance","Usefulness of the product for humans"
"2.00","0.10","4.80","31.00","6","65","155","40","2","0","1"
"2.00","0.10","4.80","31.00","7","65","155","40","2","0","1"
"2.00","0.10","4.80","31.00","8","65","155","40","2","0","1"
"2.00","0.10","4.80","31.00","9","65","155","40","2","0","1"
"2.00","0.10","4.80","31.00","10","65","155","40","2","0","1"
"2.00","0.10","4.80","31.00","11","65","155","40","2","0","1"
"2.00","0.10","4.80","31.00","12","65","155","40","2","0","1"
"2.00","0.10","4.80","31.00","13","65","155","40","2","0","1"
"2.00","0.10","4.80","31.00","14","65","155","40","2","0","1"
"2.00","0.10","4.80","31.00","15","65","155","40","2","0","1"
"2.00","0.10","4.80","31.00","16","65","155","40","2","0","1"
"2.00","0.10","4.80","31.00","17","65","155","40","2","0","1"
"2.00","0.10","4.80","31.00","18","65","155","40","2","0","1"
"2.00","0.10","4.80","31.00","19","65","155","40","2","0","1"
"2.00","0.10","4.80","31.00","20","65","155","40","2","0","1"
"3.10","4.50","4.80","72.00","-2","65","155","40","2","0","0"
"3.10","4.50","4.80","72.00","-1","65","155","40","2","0","0"
"3.10","4.50","4.80","72.00","0","65","155","40","2","0","0"
"3.10","4.50","4.80","72.00","1","65","155","40","2","0","0"
"3.10","4.50","4.80","72.00","2","65","155","40","2","0","0"
"3.10","4.50","4.80","72.00","3","65","155","40","2","0","1"
"3.10","4.50","4.80","72.00","4","65","155","40","2","0","1"
"3.10","4.50","4.80","72.00","5","65","155","40","2","0","1"
"3.10","4.50","4.80","72.00","6","65","155","40","2","0","1"
"3.10","4.50","4.80","72.00","7","65","155","40","2","0","1"
"3.10","4.50","4.80","72.00","8","65","155","40","2","0","1"
"3.10","4.50","4.80","72.00","9","65","155","40","2","0","1"
"3.10","4.50","4.80","72.00","10","65","155","40","2","0","1"
"3.10","4.50","4.80","72.00","11","65","155","40","2","0","1"
"3.10","4.50","4.80","72.00","12","65","155","40","2","0","1"
"3.10","4.50","4.80","72.00","13","65","155","40","2","0","1"
"3.10","4.50","4.80","72.00","14","65","155","40","2","0","1"
"3.10","4.50","4.80","72.00","15","65","155","40","2","0","1"
"3.10","4.50","4.80","72.00","16","65","155","40","2","0","1"
"3.10","4.50","4.80","72.00","17","65","155","40","2","0","1"
"3.10","4.50","4.80","72.00","18","65","155","40","2","0","1"
"3.10","4.50","4.80","72.00","19","65","155","40","2","0","1"
"3.10","4.50","4.80","72.00","20","65","155","40","2","0","1"
"2.90","2.50","4.70","53.00","-2","90","155","40","4","0","0"
"2.90","2.50","4.70","53.00","-1","90","155","40","4","0","0"
"2.90","2.50","4.70","53.00","0","90","155","40","4","0","0"
"2.90","2.50","4.70","53.00","1","90","155","40","4","0","0"
"2.90","2.50","4.70","53.00","2","90","155","40","4","0","0"
"2.90","2.50","4.70","53.00","3","90","155","40","4","0","0"
"2.90","2.50","4.70","53.00","4","90","155","40","4","0","0"
"2.90","2.50","4.70","53.00","5","90","155","40","4","0","0"
"2.90","2.50","4.70","53.00","6","90","155","40","4","0","0"
"2.90","2.50","4.70","53.00","7","90","155","40","4","0","0"
"2.90","2.50","4.70","53.00","8","90","155","40","4","0","0"
"2.90","2.50","4.70","53.00","9","90","155","40","4","0","0"
"2.90","2.50","4.70","53.00","10","90","155","40","4","0","0"
"2.90","2.50","4.70","53.00","11","90","155","40","4","0","0"
"2.90","2.50","4.70","53.00","12","90","155","40","4","0","0"
"2.90","2.50","4.70","53.00","13","90","155","40","4","0","0"
"2.90","2.50","4.70","53.00","14","90","155","40","4","0","0"
"2.90","2.50","4.70","53.00","15","90","155","40","4","0","0"
"2.90","2.50","4.70","53.00","16","90","155","40","4","0","0"
"2.90","2.50","4.70","53.00","17","90","155","40","4","0","0"
"2.90","2.50","4.70","53.00","18","90","155","40","4","0","0"
"2.90","2.50","4.70","53.00","19","90","155","40","4","0","0"
"2.90","2.50","4.70","53.00","20","90","155","40","4","0","0"
"2.00","0.10","4.80","31.00","-2","90","155","40","4","0","0"
"2.00","0.10","4.80","31.00","-1","90","155","40","4","0","0"
"2.00","0.10","4.80","31.00","0","90","155","40","4","0","0"
"2.00","0.10","4.80","31.00","1","90","155","40","4","0","0"
"2.00","0.10","4.80","31.00","2","90","155","40","4","0","0"
"2.00","0.10","4.80","31.00","3","90","155","40","4","0","1"
"2.00","0.10","4.80","31.00","4","90","155","40","4","0","1"
"2.00","0.10","4.80","31.00","5","90","155","40","4","0","1"
"2.00","0.10","4.80","31.00","6","90","155","40","4","0","1"
"2.00","0.10","4.80","31.00","7","90","155","40","4","0","1"
"2.00","0.10","4.80","31.00","8","90","155","40","4","0","1"
"2.00","0.10","4.80","31.00","9","90","155","40","4","0","1"
"2.00","0.10","4.80","31.00","10","90","155","40","4","0","1"
"2.00","0.10","4.80","31.00","11","90","155","40","4","0","1"
"2.00","0.10","4.80","31.00","12","90","155","40","4","0","1"
"2.00","0.10","4.80","31.00","13","90","155","40","4","0","1"
"2.00","0.10","4.80","31.00","14","90","155","40","4","0","1"
"2.00","0.10","4.80","31.00","15","90","155","40","4","0","1"
"2.00","0.10","4.80","31.00","16","90","155","40","4","0","1"
"2.00","0.10","4.80","31.00","17","90","155","40","4","0","1"
"2.00","0.10","4.80","31.00","18","90","155","40","4","0","1"
"2.00","0.10","4.80","31.00","19","90","155","40","4","0","1"
"2.00","0.10","4.80","31.00","20","90","155","40","4","0","1"
"3.10","4.50","4.80","72.00","-2","90","155","40","4","0","0"
"3.10","4.50","4.80","72.00","-1","90","155","40","4","0","0"
"3.10","4.50","4.80","72.00","0","90","155","40","4","0","0"
"3.10","4.50","4.80","72.00","1","90","155","40","4","0","0"
"3.10","4.50","4.80","72.00","2","90","155","40","4","0","0"
"3.10","4.50","4.80","72.00","3","90","155","40","4","0","0"
"3.10","4.50","4.80","72.00","4","90","155","40","4","0","0"
"3.10","4.50","4.80","72.00","5","90","155","40","4","0","0"
"3.10","4.50","4.80","72.00","6","90","155","40","4","0","0"
"3.10","4.50","4.80","72.00","7","90","155","40","4","0","0"
"3.10","4.50","4.80","72.00","8","90","155","40","4","0","0"
"3.10","4.50","4.80","72.00","9","90","155","40","4","0","0"
"3.10","4.50","4.80","72.00","10","90","155","40","4","0","0"
"3.10","4.50","4.80","72.00","11","90","155","40","4","0","0"
"3.10","4.50","4.80","72.00","12","90","155","40","4","0","0"
"3.10","4.50","4.80","72.00","13","90","155","40","4","0","0"
"3.10","4.50","4.80","72.00","14","90","155","40","4","0","0"
"3.10","4.50","4.80","72.00","15","90","155","40","4","0","0"
"3.10","4.50","4.80","72.00","16","90","155","40","4","0","0"
"3.10","4.50","4.80","72.00","17","90","155","40","4","0","0"
"3.10","4.50","4.80","72.00","18","90","155","40","4","0","0"
"3.10","4.50","4.80","72.00","19","90","155","40","4","0","0"
"3.10","4.50","4.80","72.00","20","90","155","40","4","0","0"
"2.90","2.50","4.70","53.00","-2","50","155","40","1","0","0"
"2.90","2.50","4.70","53.00","-1","50","155","40","1","0","0"
"2.90","2.50","4.70","53.00","0","50","155","40","1","0","0"
"2.90","2.50","4.70","53.00","1","50","155","40","1","0","0"
"2.90","2.50","4.70","53.00","2","50","155","40","1","0","0"
"2.90","2.50","4.70","53.00","3","50","155","40","1","0","1"
"2.90","2.50","4.70","53.00","4","50","155","40","1","0","1"
"2.90","2.50","4.70","53.00","5","50","155","40","1","0","1"
"2.90","2.50","4.70","53.00","6","50","155","40","1","0","1"
"2.90","2.50","4.70","53.00","7","50","155","40","1","0","1"
"2.90","2.50","4.70","53.00","8","50","155","40","1","0","1"
"2.90","2.50","4.70","53.00","9","50","155","40","1","0","1"
"2.90","2.50","4.70","53.00","10","50","155","40","1","0","1"
"2.90","2.50","4.70","53.00","11","50","155","40","1","0","1"
"2.90","2.50","4.70","53.00","12","50","155","40","1","0","1"
"2.90","2.50","4.70","53.00","13","50","155","40","1","0","1"
"2.90","2.50","4.70","53.00","14","50","155","40","1","0","1"
"2.90","2.50","4.70","53.00","15","50","155","40","1","0","1"
"2.90","2.50","4.70","53.00","16","50","155","40","1","0","1"
"2.90","2.50","4.70","53.00","17","50","155","40","1","0","1"
"2.90","2.50","4.70","53.00","18","50","155","40","1","0","1"
"2.90","2.50","4.70","53.00","19","50","155","40","1","0","1"
"2.90","2.50","4.70","53.00","20","50","155","40","1","0","1"
"2.00","0.10","4.80","31.00","-2","50","155","40","1","0","0"
"2.00","0.10","4.80","31.00","-1","50","155","40","1","0","0"
"2.00","0.10","4.80","31.00","0","50","155","40","1","0","0"
"2.00","0.10","4.80","31.00","1","50","155","40","1","0","0"
"2.00","0.10","4.80","31.00","2","50","155","40","1","0","0"
"2.00","0.10","4.80","31.00","3","50","155","40","1","0","1"
"2.00","0.10","4.80","31.00","4","50","155","40","1","0","1"
"2.00","0.10","4.80","31.00","5","50","155","40","1","0","1"
"2.00","0.10","4.80","31.00","6","50","155","40","1","0","1"
"2.00","0.10","4.80","31.00","7","50","155","40","1","0","1"
"2.00","0.10","4.80","31.00","8","50","155","40","1","0","1"
"2.00","0.10","4.80","31.00","9","50","155","40","1","0","1"
"2.00","0.10","4.80","31.00","10","50","155","40","1","0","1"
"2.00","0.10","4.80","31.00","11","50","155","40","1","0","1"
"2.00","0.10","4.80","31.00","12","50","155","40","1","0","1"
"2.00","0.10","4.80","31.00","13","50","155","40","1","0","1"
"2.00","0.10","4.80","31.00","14","50","155","40","1","0","1"
"2.00","0.10","4.80","31.00","15","50","155","40","1","0","1"
"2.00","0.10","4.80","31.00","16","50","155","40","1","0","1"
"2.00","0.10","4.80","31.00","17","50","155","40","1","0","1"
"2.00","0.10","4.80","31.00","18","50","155","40","1","0","1"
"2.00","0.10","4.80","31.00","19","50","155","40","1","0","1"
"2.00","0.10","4.80","31.00","20","50","155","40","1","0","1"
"3.10","4.50","4.80","72.00","-2","50","155","40","1","0","0"
"3.10","4.50","4.80","72.00","-1","50","155","40","1","0","0"
"3.10","4.50","4.80","72.00","0","50","155","40","1","0","0"
"3.10","4.50","4.80","72.00","1","50","155","40","1","0","0"
"3.10","4.50","4.80","72.00","2","50","155","40","1","0","0"
"3.10","4.50","4.80","72.00","3","50","155","40","1","0","1"
"3.10","4.50","4.80","72.00","4","50","155","40","1","0","1"
"3.10","4.50","4.80","72.00","5","50","155","40","1","0","1"
"3.10","4.50","4.80","72.00","6","50","155","40","1","0","1"
"3.10","4.50","4.80","72.00","7","50","155","40","1","0","1"
"3.10","4.50","4.80","72.00","8","50","155","40","1","0","1"
"3.10","4.50","4.80","72.00","9","50","155","40","1","0","1"
"3.10","4.50","4.80","72.00","10","50","155","40","1","0","1"
"3.10","4.50","4.80","72.00","11","50","155","40","1","0","1"
"3.10","4.50","4.80","72.00","12","50","155","40","1","0","1"
"3.10","4.50","4.80","72.00","13","50","155","40","1","0","1"
"3.10","4.50","4.80","72.00","14","50","155","40","1","0","1"
"3.10","4.50","4.80","72.00","15","50","155","40","1","0","1"
"3.10","4.50","4.80","72.00","16","50","155","40","1","0","1"
"3.10","4.50","4.80","72.00","17","50","155","40","1","0","1"
"3.10","4.50","4.80","72.00","18","50","155","40","1","0","1"
"3.10","4.50","4.80","72.00","19","50","155","40","1","0","1"
"3.10","4.50","4.80","72.00","20","50","155","40","1","0","1"
"2.90","2.50","4.70","53.00","-2","120","155","40","4","0","0"
"2.90","2.50","4.70","53.00","-1","120","155","40","4","0","0"
"2.90","2.50","4.70","53.00","0","120","155","40","4","0","0"
"2.90","2.50","4.70","53.00","1","120","155","40","4","0","0"
"2.90","2.50","4.70","53.00","2","120","155","40","4","0","0"
"2.90","2.50","4.70","53.00","3","120","155","40","4","0","0"
"2.90","2.50","4.70","53.00","4","120","155","40","4","0","0"
"2.90","2.50","4.70","53.00","5","120","155","40","4","0","0"
"2.90","2.50","4.70","53.00","6","120","155","40","4","0","0"
"2.90","2.50","4.70","53.00","7","120","155","40","4","0","0"
"2.90","2.50","4.70","53.00","8","120","155","40","4","0","0"
"2.90","2.50","4.70","53.00","9","120","155","40","4","0","0"
"2.90","2.50","4.70","53.00","10","120","155","40","4","0","0"
"2.90","2.50","4.70","53.00","11","120","155","40","4","0","0"
"2.90","2.50","4.70","53.00","12","120","155","40","4","0","0"
"2.90","2.50","4.70","53.00","13","120","155","40","4","0","0"
"2.90","2.50","4.70","53.00","14","120","155","40","4","0","0"
"2.90","2.50","4.70","53.00","15","120","155","40","4","0","0"
"2.90","2.50","4.70","53.00","16","120","155","40","4","0","0"
"2.90","2.50","4.70","53.00","17","120","155","40","4","0","0"
"2.90","2.50","4.70","53.00","18","120","155","40","4","0","0"
"2.90","2.50","4.70","53.00","19","120","155","40","4","0","0"
"2.90","2.50","4.70","53.00","20","120","155","40","4","0","0"
"2.00","0.10","4.80","31.00","-2","120","155","40","4","0","0"
"2.00","0.10","4.80","31.00","-1","120","155","40","4","0","0"
"2.00","0.10","4.80","31.00","0","120","155","40","4","0","0"
"2.00","0.10","4.80","31.00","1","120","155","40","4","0","0"
"2.00","0.10","4.80","31.00","2","120","155","40","4","0","0"
"2.00","0.10","4.80","31.00","3","120","155","40","4","0","1"
"2.00","0.10","4.80","31.00","4","120","155","40","4","0","1"
"2.00","0.10","4.80","31.00","5","120","155","40","4","0","1"
"2.00","0.10","4.80","31.00","6","120","155","40","4","0","1"
"2.00","0.10","4.80","31.00","7","120","155","40","4","0","1"
"2.00","0.10","4.80","31.00","8","120","155","40","4","0","1"
"2.00","0.10","4.80","31.00","9","120","155","40","4","0","1"
"2.00","0.10","4.80","31.00","10","120","155","40","4","0","1"
"2.00","0.10","4.80","31.00","11","120","155","40","4","0","1"
"2.00","0.10","4.80","31.00","12","120","155","40","4","0","1"
"2.00","0.10","4.80","31.00","13","120","155","40","4","0","1"
"2.00","0.10","4.80","31.00","14","120","155","40","4","0","1"
"2.00","0.10","4.80","31.00","15","120","155","40","4","0","1"
"2.00","0.10","4.80","31.00","16","120","155","40","4","0","1"
"2.00","0.10","4.80","31.00","17","120","155","40","4","0","1"
"2.00","0.10","4.80","31.00","18","120","155","40","4","0","1"
"2.00","0.10","4.80","31.00","19","120","155","40","4","0","1"
"2.00","0.10","4.80","31.00","20","120","155","40","4","0","1"
"3.10","4.50","4.80","72.00","-2","120","155","40","4","0","0"
"3.10","4.50","4.80","72.00","-1","120","155","40","4","0","0"
"3.10","4.50","4.80","72.00","0","120","155","40","4","0","0"
"3.10","4.50","4.80","72.00","1","120","155","40","4","0","0"
"3.10","4.50","4.80","72.00","2","120","155","40","4","0","0"
"3.10","4.50","4.80","72.00","3","120","155","40","4","0","0"
"3.10","4.50","4.80","72.00","4","120","155","40","4","0","0"
"3.10","4.50","4.80","72.00","5","120","155","40","4","0","0"
"3.10","4.50","4.80","72.00","6","120","155","40","4","0","0"
"3.10","4.50","4.80","72.00","7","120","155","40","4","0","0"
"3.10","4.50","4.80","72.00","8","120","155","40","4","0","0"
"3.10","4.50","4.80","72.00","9","120","155","40","4","0","0"
"3.10","4.50","4.80","72.00","10","120","155","40","4","0","0"
"3.10","4.50","4.80","72.00","11","120","155","40","4","0","0"
"3.10","4.50","4.80","72.00","12","120","155","40","4","0","0"
"3.10","4.50","4.80","72.00","13","120","155","40","4","0","0"
"3.10","4.50","4.80","72.00","14","120","155","40","4","0","0"
"3.10","4.50","4.80","72.00","15","120","155","40","4","0","0"
"3.10","4.50","4.80","72.00","16","120","155","40","4","0","0"
"3.10","4.50","4.80","72.00","17","120","155","40","4","0","0"
"3.10","4.50","4.80","72.00","18","120","155","40","4","0","0"
"3.10","4.50","4.80","72.00","19","120","155","40","4","0","0"
"3.10","4.50","4.80","72.00","20","120","155","40","4","0","0"
"2.90","2.50","4.70","53.00","-2","65","190","40","1","0","0"
"2.90","2.50","4.70","53.00","-1","65","190","40","1","0","0"
"2.90","2.50","4.70","53.00","0","65","190","40","1","0","0"
"2.90","2.50","4.70","53.00","1","65","190","40","1","0","0"
"2.90","2.50","4.70","53.00","2","65","190","40","1","0","0"
"2.90","2.50","4.70","53.00","3","65","190","40","1","0","1"
"2.90","2.50","4.70","53.00","4","65","190","40","1","0","1"
"2.90","2.50","4.70","53.00","5","65","190","40","1","0","1"
"2.90","2.50","4.70","53.00","6","65","190","40","1","0","1"
"2.90","2.50","4.70","53.00","7","65","190","40","1","0","1"
"2.90","2.50","4.70","53.00","8","65","190","40","1","0","1"
"2.90","2.50","4.70","53.00","9","65","190","40","1","0","1"
"2.90","2.50","4.70","53.00","10","65","190","40","1","0","1"
"2.90","2.50","4.70","53.00","11","65","190","40","1","0","1"
"2.90","2.50","4.70","53.00","12","65","190","40","1","0","1"
"2.90","2.50","4.70","53.00","13","65","190","40","1","0","1"
"2.90","2.50","4.70","53.00","14","65","190","40","1","0","1"
"2.90","2.50","4.70","53.00","15","65","190","40","1","0","1"
"2.90","2.50","4.70","53.00","16","65","190","40","1","0","1"
"2.90","2.50","4.70","53.00","17","65","190","40","1","0","1"
"2.90","2.50","4.70","53.00","18","65","190","40","1","0","1"
"2.90","2.50","4.70","53.00","19","65","190","40","1","0","1"
"2.90","2.50","4.70","53.00","20","65","190","40","1","0","1"
"2.00","0.10","4.80","31.00","-2","65","190","40","1","0","0"
"2.00","0.10","4.80","31.00","-1","65","190","40","1","0","0"
"2.00","0.10","4.80","31.00","0","65","190","40","1","0","0"
"2.00","0.10","4.80","31.00","1","65","190","40","1","0","0"
"2.00","0.10","4.80","31.00","2","65","190","40","1","0","0"
"2.00","0.10","4.80","31.00","3","65","190","40","1","0","1"
"2.00","0.10","4.80","31.00","4","65","190","40","1","0","1"
"2.00","0.10","4.80","31.00","5","65","190","40","1","0","1"
"2.00","0.10","4.80","31.00","6","65","190","40","1","0","1"
"2.00","0.10","4.80","31.00","7","65","190","40","1","0","1"
"2.00","0.10","4.80","31.00","8","65","190","40","1","0","1"
"2.00","0.10","4.80","31.00","9","65","190","40","1","0","1"
"2.00","0.10","4.80","31.00","10","65","190","40","1","0","1"
"2.00","0.10","4.80","31.00","11","65","190","40","1","0","1"
"2.00","0.10","4.80","31.00","12","65","190","40","1","0","1"
"2.00","0.10","4.80","31.00","13","65","190","40","1","0","1"
"2.00","0.10","4.80","31.00","14","65","190","40","1","0","1"
"2.00","0.10","4.80","31.00","15","65","190","40","1","0","1"
"2.00","0.10","4.80","31.00","16","65","190","40","1","0","1"
"2.00","0.10","4.80","31.00","17","65","190","40","1","0","1"
"2.00","0.10","4.80","31.00","18","65","190","40","1","0","1"
"2.00","0.10","4.80","31.00","19","65","190","40","1","0","1"
"2.00","0.10","4.80","31.00","20","65","190","40","1","0","1"
"3.10","4.50","4.80","72.00","-2","65","190","40","1","0","0"
"3.10","4.50","4.80","72.00","-1","65","190","40","1","0","0"
"3.10","4.50","4.80","72.00","0","65","190","40","1","0","0"
"3.10","4.50","4.80","72.00","1","65","190","40","1","0","0"
"3.10","4.50","4.80","72.00","2","65","190","40","1","0","0"
